"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote"
COLUMBIA SURGICARE OF AUGUSTA LTD,11C0001009,1548223068,AUGUSTA,GA,30904,2019,68.25,,N/A,5,1503,No Different Than the National Rate,12.8,9.7,16.7,,100,,0.42,,,,,,,,,,,,,
GWINNETT ADVANCED SURGERY CENTER LLC,11C0001012,1922365808,SNELLVILLE,GA,30078,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.18,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF ROME LP,11C0001015,1275597056,ROME,GA,30165,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.04,,103,No Different than the National Rate,2,1.5,2.8,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SURGERY CENTER OF ROME LP,11C0001015,1275597056,ROME,GA,30165,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.03,,,,,,,,,,,,,
NOVAMED MANAGEMENT SERVICES LLC,11C0001017,1992708929,ATLANTA,GA,30327,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.15,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NOVAMED MANAGEMENT SERVICES LLC,11C0001017,1992708929,ATLANTA,GA,30327,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.12,,,,,,,,,,,,,
THE ROME ENDOSCOPY CENTER,11C0001027,1356305916,ROME,GA,30165,2020,91.67,,N/A,5,1343,No Different than the National Rate,10.5,8,13.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE ROME ENDOSCOPY CENTER,11C0001027,1356305916,ROME,GA,30165,2019,N/A,5,N/A,5,1610,No Different Than the National Rate,13.1,10.2,16.8,,N/A,5,N/A,5,,,,,,,,,,,,
NORTHLAKE ENDOSCOPY CENTER,11C0001031,1871594499,TUCKER,GA,30084,2020,N/A,5,N/A,5,53,No Different than the National Rate,9.8,7.2,13.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHLAKE ENDOSCOPY CENTER,11C0001031,1871594499,TUCKER,GA,30084,2019,N/A,5,N/A,5,108,No Different Than the National Rate,11.5,8.2,16.2,,N/A,5,N/A,5,,,,,,,,,,,,
DEKALB ENDOSCOPY CENTER LLC DBA DEKALB ENDOSCOPY CENTER,11C0001037,1497895676,DECATUR,GA,30033,2020,37.31,,N/A,5,1158,No Different than the National Rate,9.1,6.8,12.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DEKALB ENDOSCOPY CENTER LLC DBA DEKALB ENDOSCOPY CENTER,11C0001037,1497895676,DECATUR,GA,30033,2019,N/A,5,N/A,5,1476,No Different Than the National Rate,10.7,8,14.1,,N/A,5,N/A,5,,,,,,,,,,,,
PERIMETER CENTER FOR OUTPATIENT SURGERY LP,11C0001044,1487625802,ATLANTA,GA,30328,2020,40,,N/A,5,82,No Different than the National Rate,9.7,7.1,13.4,,100,,N/A,5,46,No Different than the National Rate,2.2,1.6,3,,N/A,N/A,N/A,N/A,N/A,5
PERIMETER CENTER FOR OUTPATIENT SURGERY LP,11C0001044,1487625802,ATLANTA,GA,30328,2019,N/A,5,N/A,5,93,No Different Than the National Rate,11.6,8.4,16,,N/A,5,N/A,5,,,,,,,,,,,,
GI ENDOSCOPY CENTER,11C0001047,1861596967,RIVERDALE,GA,30274,2020,12.31,,N/A,5,225,No Different than the National Rate,10.3,7.6,13.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GI ENDOSCOPY CENTER,11C0001047,1861596967,RIVERDALE,GA,30274,2019,N/A,5,N/A,5,282,No Different Than the National Rate,12.1,8.7,16.5,,N/A,5,N/A,5,,,,,,,,,,,,
RESURGENS SURGERY CENTER LLC,11C0001049,1144331760,ATLANTA,GA,30342,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.95,,N/A,5,419,No Different than the National Rate,2.2,1.6,2.9,,N/A,N/A,N/A,N/A,N/A,5
RESURGENS SURGERY CENTER LLC,11C0001049,1144331760,ATLANTA,GA,30342,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.84,,N/A,5,,,,,,,,,,,,
DOCTORS HOSPITAL SURGERY CENTER LP,11C0001052,1255394771,EVANS,GA,30809,2020,10.91,,N/A,5,151,No Different than the National Rate,10.2,7.5,13.9,,99.74,,N/A,5,289,No Different than the National Rate,2.2,1.6,3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
DOCTORS HOSPITAL SURGERY CENTER LP,11C0001052,1255394771,EVANS,GA,30809,2019,20.41,,N/A,5,202,No Different Than the National Rate,12.7,9.2,17.7,,100,,N/A,5,,,,,,,,,,,,
GWINNETT ENDOSCOPY CENTER PC,11C0001055,1194761908,LAWRENCEVILLE,GA,30046,2020,74.81,,N/A,5,1248,No Different than the National Rate,9.8,7.4,13.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GWINNETT ENDOSCOPY CENTER PC,11C0001055,1194761908,LAWRENCEVILLE,GA,30046,2019,73.33,,N/A,5,1546,No Different Than the National Rate,11.8,9,15.4,,N/A,5,N/A,5,,,,,,,,,,,,
THE ENDOSCOPY CENTER OF SOUTHEAST GEORGIA INC,11C0001056,1265439830,VIDALIA,GA,30474,2020,96.88,,N/A,5,399,No Different than the National Rate,10,7.4,13.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE ENDOSCOPY CENTER OF SOUTHEAST GEORGIA INC,11C0001056,1265439830,VIDALIA,GA,30474,2019,N/A,5,N/A,5,509,No Different Than the National Rate,11.4,8.5,15.8,,N/A,5,N/A,5,,,,,,,,,,,,
THE EMORY CLINIC INC,11C0001064,1023359627,ATLANTA,GA,30327,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.48,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
ATLANTA ENDOSCOPY CENTER,11C0001077,1639282932,DECATUR,GA,30033,2020,N/A,5,N/A,5,219,No Different than the National Rate,11.1,8.1,15.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ATLANTA ENDOSCOPY CENTER,11C0001077,1639282932,DECATUR,GA,30033,2019,N/A,5,N/A,5,292,No Different Than the National Rate,13,9.4,18,,N/A,5,N/A,5,,,,,,,,,,,,
COLUMBUS ENDOSCOPY CENTER LLC,11C0001079,1841626090,COLUMBUS,GA,31904,2020,98.41,,N/A,5,1080,No Different than the National Rate,10.2,7.7,13.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
COLUMBUS ENDOSCOPY CENTER LLC,11C0001079,1841626090,COLUMBUS,GA,31904,2019,N/A,5,N/A,5,1363,No Different Than the National Rate,11.6,8.7,15.2,,N/A,5,N/A,5,,,,,,,,,,,,
GAINESVILLE SURGERY CENTER,11C0001081,1215993100,GAINESVILLE,GA,30501,2020,100,,100,,616,No Different than the National Rate,10.7,7.9,14.5,,N/A,5,N/A,5,70,No Different than the National Rate,2.1,1.6,2.9,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
GAINESVILLE SURGERY CENTER,11C0001081,1215993100,GAINESVILLE,GA,30501,2019,N/A,5,N/A,5,732,No Different Than the National Rate,13.8,10.4,18.7,,N/A,5,N/A,5,,,,,,,,,,,,
SOUTHERN CRESCENT ENDOSCOPY SUITE PC,11C0001082,1245276195,STOCKBRIDGE,GA,30281,2020,91.88,,N/A,5,1189,No Different than the National Rate,9.4,7.1,12.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTHERN CRESCENT ENDOSCOPY SUITE PC,11C0001082,1245276195,STOCKBRIDGE,GA,30281,2019,92.95,,N/A,5,1370,No Different Than the National Rate,11.4,8.8,15,,N/A,5,N/A,5,,,,,,,,,,,,
NORTHWEST GEORGIA ORTHOPAEDIC SURGERY CENTER LLC,11C0001085,1598767154,MARIETTA,GA,30067,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,351,No Different than the National Rate,2.3,1.7,3,,N/A,N/A,N/A,N/A,N/A,5
THE PLASTIC SURGERY CENTER LAND LLC,11C0001093,1861491987,SAVANNAH,GA,31405,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,30,No Different than the National Rate,2.2,1.6,3.1,,N/A,N/A,N/A,N/A,N/A,5
TIFTON ENDOSCOPY CENTER INC,11C0001094,1063512945,TIFTON,GA,31794,2020,87.26,,N/A,5,659,No Different than the National Rate,10.9,8.1,14.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TIFTON ENDOSCOPY CENTER INC,11C0001094,1063512945,TIFTON,GA,31794,2019,N/A,5,N/A,5,797,No Different Than the National Rate,13.2,10,17.6,,N/A,5,N/A,5,,,,,,,,,,,,
LOWNDES AMBULATORY SURGERY CENTER,11C0001095,1700943958,VALDOSTA,GA,31605,2020,N/A,5,N/A,5,514,No Different than the National Rate,9.6,7.1,12.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LOWNDES AMBULATORY SURGERY CENTER,11C0001095,1700943958,VALDOSTA,GA,31605,2019,N/A,5,N/A,5,771,No Different Than the National Rate,11.5,8.7,15.3,,N/A,5,N/A,5,,,,,,,,,,,,
SCHULZE SURGERY CENTER INC,11C0001096,1295714962,SAVANNAH,GA,31405,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SCHULZE SURGERY CENTER INC,11C0001096,1295714962,SAVANNAH,GA,31405,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,,,,,,,,,,,,
NORTHLAKE SURGICAL CENTER LP,11C0001101,1124083787,TUCKER,GA,30084,2020,87.3,,N/A,5,132,No Different than the National Rate,10.2,7.4,14.1,,99.22,,0.18,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
NORTHLAKE SURGICAL CENTER LP,11C0001101,1124083787,TUCKER,GA,30084,2019,79.37,,N/A,5,187,No Different Than the National Rate,12.4,8.9,17.3,,99.39,,0.3,,,,,,,,,,,,,
EMORY CLINIC INC DBA EMORY AMBULATORY SURGERY CENTER AT SPIVEY STATION,11C0001125,1386165504,ATLANTA,GA,30032,2020,22.22,,N/A,5,103,No Different than the National Rate,9.7,7.1,13.4,,100,,N/A,5,36,No Different than the National Rate,2.2,1.6,3,,N/A,N/A,N/A,N/A,N/A,5
EMORY CLINIC INC DBA EMORY AMBULATORY SURGERY CENTER AT SPIVEY STATION,11C0001125,1386165504,ATLANTA,GA,30032,2019,3.67,,N/A,5,85,No Different Than the National Rate,11.7,8.4,16.6,,95.25,,N/A,1,,,,,,,,,,,,
SPIVEY STATION SURGERY CENTER,11C0001125,1508974353,JONESBORO,GA,30236,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SPIVEY STATION SURGERY CENTER,11C0001125,1508974353,JONESBORO,GA,30236,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5,,,,,,,,,,,,
WELLBROOK ENDOSCOPY CENTER PC,11C0001127,1518009430,CONYERS,GA,30012,2020,95.13,,N/A,5,1385,No Different than the National Rate,10.7,8.1,13.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WELLBROOK ENDOSCOPY CENTER PC,11C0001127,1518009430,CONYERS,GA,30012,2019,97.13,,N/A,5,1732,No Different Than the National Rate,12.5,9.6,16,,N/A,5,N/A,5,,,,,,,,,,,,
CLAYTON CATARACTS AND LASER SURGERY CENTER,11C0001138,1629181136,MORROW,GA,30260,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.23,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CLAYTON CATARACTS AND LASER SURGERY CENTER,11C0001138,1629181136,MORROW,GA,30260,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.08,,,,,,,,,,,,,
GASTROENTEROLOGY ENDOSCOPY CENTER,11C0001139,1306964853,ATLANTA,GA,30308,2020,N/A,5,N/A,5,216,No Different than the National Rate,10.2,7.4,14,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GASTROENTEROLOGY ENDOSCOPY CENTER,11C0001139,1306964853,ATLANTA,GA,30308,2019,N/A,5,N/A,5,286,No Different Than the National Rate,12,8.7,16.3,,N/A,5,N/A,5,,,,,,,,,,,,
GEORGIA BONE AND JOINT SURGEONS,11C0001140,1578748620,CARTERSVILLE,GA,30121,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.53,,N/A,5,131,No Different than the National Rate,2.2,1.7,3.1,,N/A,N/A,N/A,N/A,N/A,5
GEORGIA BONE AND JOINT SURGEONS,11C0001140,1578748620,CARTERSVILLE,GA,30121,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95.61,,N/A,5,,,,,,,,,,,,
DIGESTIVE HEALTHCARE OF GA LLC,11C0001144,1861496564,ATLANTA,GA,30309,2020,88.31,,N/A,5,2807,No Different than the National Rate,8.9,6.9,11.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE HEALTHCARE OF GA LLC,11C0001144,1861496564,ATLANTA,GA,30309,2019,90.71,,N/A,5,3349,No Different Than the National Rate,10.6,8.5,13.5,,N/A,5,N/A,5,,,,,,,,,,,,
GI DIAGNOSTIC ENDOSCOPY CENTER,11C0001146,1205803699,MARIETTA,GA,30067,2020,88.72,,N/A,5,1597,No Different than the National Rate,9.8,7.6,12.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GI DIAGNOSTIC ENDOSCOPY CENTER,11C0001146,1205803699,MARIETTA,GA,30067,2019,N/A,5,N/A,5,2007,No Different Than the National Rate,12.7,9.9,16.4,,N/A,5,N/A,5,,,,,,,,,,,,
GASTROINTESTINAL DIAGNOSTIC ENDOSCOPY WOODSTOCK LLC,11C0001146,1760778765,WOODSTOCK,GA,30188,2020,81.94,,N/A,5,1659,No Different than the National Rate,10.9,8.5,14,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GASTROINTESTINAL DIAGNOSTIC ENDOSCOPY WOODSTOCK LLC,11C0001146,1760778765,WOODSTOCK,GA,30188,2019,N/A,5,N/A,5,1924,No Different Than the National Rate,13.6,10.5,17.2,,N/A,5,N/A,5,,,,,,,,,,,,
MACON OUTPATIENT SURGERY LLC,11C0001148,1386652667,MACON,GA,31210,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,0,,N/A,5,833,No Different than the National Rate,2.2,1.7,2.9,,N/A,N/A,N/A,N/A,N/A,5
MACON OUTPATIENT SURGERY LLC,11C0001148,1386652667,MACON,GA,31210,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
HARBIN CLINIC LLC,11C0001149,1447385158,ROME,GA,30165,2020,98.96,,N/A,5,2397,No Different than the National Rate,9.9,7.7,12.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HARBIN CLINIC LLC,11C0001149,1447385158,ROME,GA,30165,2019,N/A,5,N/A,5,2879,No Different Than the National Rate,12.3,9.7,15.4,,N/A,5,N/A,5,,,,,,,,,,,,
EYE SURGERY CENTER OF AUGUSTA LLC,11C0001151,1104987957,AUGUSTA,GA,30909,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.16,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER OF AUGUSTA LLC,11C0001151,1104987957,AUGUSTA,GA,30909,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.06,,,,,,,,,,,,,
VOA AMBULATORY SURGERY CENTER,11C0001152,1689736118,VALDOSTA,GA,31602,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,176,No Different than the National Rate,2.1,1.6,2.9,,N/A,N/A,N/A,N/A,N/A,5
VOA AMBULATORY SURGERY CENTER,11C0001152,1689736118,VALDOSTA,GA,31602,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
EYEASSOCIATES SURGERY CENTER INC,11C0001153,1487782637,VALDOSTA,GA,31602,2020,N/A,5,97.09,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GEORGIA SURGICAL CENTER ON PEACHTREE LLC,11C0001155,1437250248,ATLANTA,GA,30309,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,308,No Different than the National Rate,2.1,1.6,2.9,,N/A,N/A,N/A,N/A,N/A,5
NORTHERN CRESCENT ENDOSCOPY SUITE LLC,11C0001158,1548206493,ATLANTA,GA,30342,2020,29.31,,N/A,5,2762,No Different than the National Rate,10.1,7.9,12.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHERN CRESCENT ENDOSCOPY SUITE LLC,11C0001158,1548206493,ATLANTA,GA,30342,2019,28.4,,N/A,5,3357,No Different Than the National Rate,12.8,10.1,16,,N/A,5,N/A,5,,,,,,,,,,,,
SUMMIT SURGICAL ASC LLC,11C0001162,1932268299,DAHLONEGA,GA,30533,2020,N/A,5,N/A,5,288,No Different than the National Rate,9.7,7.2,13.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUMMIT SURGICAL ASC LLC,11C0001162,1932268299,DAHLONEGA,GA,30533,2019,N/A,5,N/A,5,345,No Different Than the National Rate,11,8,15.4,,N/A,5,N/A,5,,,,,,,,,,,,
TATTNALL HOSPITAL COMPANY LLC DBA OPTIM SURGERY CENTER,11C0001164,1033363064,SAVANNAH,GA,31405,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,606,No Different than the National Rate,2.4,1.8,3.1,,N/A,N/A,N/A,N/A,N/A,5
TATTNALL HOSPITAL COMPANY LLC DBA OPTIM SURGERY CENTER,11C0001164,1033363064,SAVANNAH,GA,31405,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.88,,N/A,5,,,,,,,,,,,,
SUMMIT ENDOSCOPY CENTER,11C0001169,1427052026,FAYETTEVILLE,GA,30214,2020,92.8,,N/A,5,4328,No Different than the National Rate,8.1,6.3,10.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUMMIT ENDOSCOPY CENTER,11C0001169,1427052026,FAYETTEVILLE,GA,30214,2019,92.22,,N/A,5,5064,No Different Than the National Rate,10,8,12.5,,N/A,5,N/A,5,,,,,,,,,,,,
THE SURGERY CENTER LLC,11C0001170,1609871847,COLUMBUS,GA,31909,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,1.14,,150,No Different than the National Rate,2.2,1.6,2.9,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SOUTHERN ENDOSCOPY SUITE LLC,11C0001174,1215986609,LAWRENCEVILLE,GA,30046,2020,92.88,,N/A,5,1252,No Different than the National Rate,11.6,8.8,15.3,,99.77,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTHERN ENDOSCOPY SUITE LLC,11C0001174,1215986609,LAWRENCEVILLE,GA,30046,2019,95.78,,N/A,5,1511,No Different Than the National Rate,14.2,10.8,18.7,,N/A,1,N/A,5,,,,,,,,,,,,
EAST WEST SURGERY CENTER LP,11C0001177,1366444929,AUSTELL,GA,30106,2020,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
EAST WEST SURGERY CENTER LP,11C0001177,1366444929,AUSTELL,GA,30106,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5,,,,,,,,,,,,
EYESIGHT LASER AND SURGERY CTR,11C0001178,1235289448,WARNER ROBINS,GA,31088,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.33,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYESIGHT LASER AND SURGERY CTR,11C0001178,1235289448,WARNER ROBINS,GA,31088,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.16,,,,,,,,,,,,,
THOMASVILLE SURGERY CENTER,11C0001180,1437183365,THOMASVILLE,GA,31792,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.2,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ROSWELL SURGERY CENTER LLC,11C0001182,1720085277,ROSWELL,GA,30076,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,434,No Different than the National Rate,2.2,1.7,3,,N/A,N/A,N/A,N/A,N/A,5
PEACHTREE ORTHOPAEDIC SURGERY CENTER AT PIEDMONT LLC,11C0001185,1902861941,ATLANTA,GA,30309,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,224,No Different than the National Rate,2.1,1.6,2.9,,N/A,N/A,N/A,N/A,N/A,5
PEACHTREE ORTHOPAEDIC SURGERY CENTER AT PIEDMONT LLC,11C0001185,1902861941,ATLANTA,GA,30309,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
SOUTHERN BONE AND JOINT ASC LLC,11C0001187,1528166113,NEWNAN,GA,30265,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,302,No Different than the National Rate,2.2,1.6,2.9,,N/A,N/A,N/A,N/A,N/A,5
LAWRENCEVILLE SURGERY CENTER LLC,11C0001192,1588619811,LAWRENCEVILLE,GA,30046,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,433,No Different than the National Rate,2.1,1.6,2.8,,N/A,N/A,N/A,N/A,N/A,5
METRO ATLANTA ENDOSCOPY LLC,11C0001193,1487617916,ATLANTA,GA,30342,2020,19.08,,N/A,5,1283,No Different than the National Rate,8.5,6.4,11.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
METRO ATLANTA ENDOSCOPY LLC,11C0001193,1487617916,ATLANTA,GA,30342,2019,N/A,5,N/A,5,1621,No Different Than the National Rate,9.7,7.4,12.9,,N/A,5,N/A,5,,,,,,,,,,,,
SOUTH GEORGIA ENDOSCOPY CENTER INC,11C0001196,1841304797,WAYCROSS,GA,31501,2020,60.67,,N/A,5,828,No Different than the National Rate,10.2,7.8,13.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTH GEORGIA ENDOSCOPY CENTER INC,11C0001196,1841304797,WAYCROSS,GA,31501,2019,78.57,,N/A,5,1011,No Different Than the National Rate,11.8,8.9,15.6,,N/A,5,N/A,5,,,,,,,,,,,,
THE CENTER FOR PLASTIC AND RECONSTRUCTIVE SURGERY,11C0001197,1518063338,ATHENS,GA,30607,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.55,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER OF COASTAL GEORGIA LLC,11C0001200,1821106923,SAVANNAH,GA,31405,2020,96.04,,N/A,5,2096,No Different than the National Rate,10.5,8.1,13.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER OF COASTAL GEORGIA LLC,11C0001200,1821106923,SAVANNAH,GA,31405,2019,N/A,5,N/A,5,2523,No Different Than the National Rate,12.4,9.8,16,,N/A,5,N/A,5,,,,,,,,,,,,
PIEDMONT EYE,11C0001203,1003993965,ATLANTA,GA,30327,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.39,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HAMILTON AMBULATORY SURGERY CENTER,11C0001205,1588604391,DALTON,GA,30720,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,211,No Different than the National Rate,2.4,1.7,3.2,,N/A,N/A,N/A,N/A,N/A,5
DALTON EAR NOSE AND THROAT ASSOCIATES,11C0001207,1760434427,DALTON,GA,30720,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DALTON EAR NOSE AND THROAT ASSOCIATES,11C0001207,1760434427,DALTON,GA,30720,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
SOUTHWELL AMBULATORY INC DBA SOUTHWELL VALDOSTA ENDOSCOPY CENTER,11C0001208,1720625296,VALDOSTA,GA,31602,2020,97.92,,N/A,5,106,No Different than the National Rate,10.2,7.4,14,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
